Plot_Number,Tag_Num,Tree.ID,X.Person1,Y.Person1,Elevation.Person1,Total.Height.Person1,Height.To.Crown.Base.Person1,Max.Crown.Diameter.Person1,Min.Crown.Diameter.Person1,Crown.Rotation.Person1,R.Person1,G.Person1,B.Person1,DBH.Person1,Lean.Angle.From.Vertical.Person1,Lean.Azimuth.Person1,Status.Code.Person1,TopX.Person1,TopY.Person1,X.Person2,Y.Person2,Elevation.Person2,Total.Height.Person2,Height.To.Crown.Base.Person2,Max.Crown.Diameter.Person2,Min.Crown.Diameter.Person2,Crown.Rotation.Person2,R.Person2,G.Person2,B.Person2,DBH.Person2,Lean.Angle.From.Vertical.Person2,Lean.Azimuth.Person2,Status.Code.Person2,TopX.Person2,TopY.Person2,diffX,diffY,diffTopX,diffTopY,diff,diffTop,PlotID,Study,Year,Plot_Name,Species,DBH_cm,LiDAR_visible,Distance,Azimuth,Anomaly_Num,Anomaly1,Anomaly2,Anomaly3,Bear_damage_percent,Note,Xfield,Yfield,hanusHt,fvsHt,origdiffX.Person1,origdiffY.Person1,origdiff.Person1,origdiffX.Person2,origdiffY.Person2,origdiff.Person2,heightdiff,aveBaseX,aveBaseY,aveBaseElevation,aveHeight,aveTopX,aveTopY,topElevation,aveCrownDia,DataFile,FileTitle,Total.return.count,Return.1.count,Return.2.count,Return.3.count,Return.4.count,Return.5.count,Return.6.count,Return.7.count,Return.8.count,Return.9.count,Other.return.count,Elev.minimum,Elev.maximum,Elev.mean,Elev.mode,Elev.stddev,Elev.variance,Elev.CV,Elev.IQ,Elev.skewness,Elev.kurtosis,Elev.AAD,Elev.MAD.median,Elev.MAD.mode,Elev.L1,Elev.L2,Elev.L3,Elev.L4,Elev.L.CV,Elev.L.skewness,Elev.L.kurtosis,Elev.P01,Elev.P05,Elev.P10,Elev.P20,Elev.P25,Elev.P30,Elev.P40,Elev.P50,Elev.P60,Elev.P70,Elev.P75,Elev.P80,Elev.P90,Elev.P95,Elev.P99,Canopy.relief.ratio,Elev.SQRT.mean.SQ,Elev.CURT.mean.CUBE,Int.minimum,Int.maximum,Int.mean,Int.mode,Int.stddev,Int.variance,Int.CV,Int.IQ,Int.skewness,Int.kurtosis,Int.AAD,Int.L1,Int.L2,Int.L3,Int.L4,Int.L.CV,Int.L.skewness,Int.L.kurtosis,Int.P01,Int.P05,Int.P10,Int.P20,Int.P25,Int.P30,Int.P40,Int.P50,Int.P60,Int.P70,Int.P75,Int.P80,Int.P90,Int.P95,Int.P99,Profile.area
16,37,16_37_TSHE,411375.655,5277026.149,261.646119,32.172239,19.303344,4.586886,4.586886,0,244,120,50,0.412,0.827495,11.987099,0,411375.7515,5277026.604,411375.8767,5277026.317,-32767,32.252299,19.35138,4.586886,4.586886,0,244,120,50,0.412,0.677849,349.568495,0,411375.8076,5277026.692,-0.22171,-0.168151,-0.056125029,-0.088902676,0.278262615,0.1051366,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,41.2,Y,7,100,0,0,NA,NA,NA,NA,411374.5715,5277027.532,34.71659767,28.66803647,1.083545729,-1.38276276,1.756731111,1.305255729,-1.21461176,1.78296782,0.08006,411375.7659,5277026.233,261.646119,32.212269,411375.7796,5277026.648,293.858388,4.586886,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_37.las,Plot_16_Tree_37,1622,1548,74,0,0,0,0,0,0,0,0,0,3,0.858076,0.142857,0.761643,0.5801,0.887616,1.145,1.060429,3.084075,0.631584,0.3645,0.405143,0.858076,0.407639,0.119994,0.033634,0.475062,0.294363,0.08251,0.02,0.08305,0.136,0.223,0.271,0.326,0.443,0.548,0.7078,1.0987,1.416,1.5854,2.017,2.471449,2.901,0.286025,1.147187,1.373732,134,249,190.688039,197.888889,16.753063,280.665113,0.087856,20,0.448128,3.630866,12.808598,190.688039,9.20801,0.556363,1.512439,0.048288,0.060422,0.164252,159,166,172,178,178,185,185,191,191,198,198,204,210,223,236,28.542491
16,39,16_39_TSHE,411371.962,5277026.653,262.643153,28.762236,17.257341,3.374221,3.374221,0,244,120,50,0.274,0.878585,211.509626,0,411371.7315,5277026.277,411371.8788,5277026.674,-32767,28.727016,17.236209,3.374221,3.374221,0,244,120,50,0.274,0.548552,211.872188,0,411371.7336,5277026.441,0.083152,-0.021466,-0.002125298,-0.163903342,0.085878078,0.16391712,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,27.4,Y,4.2,108,0,0,NA,NA,NA,NA,411371.6722,5277027.449,26.11727615,21.0888788,0.289762632,-0.79642862,0.847502761,0.206610632,-0.77496262,0.802031805,0.03522,411371.9204,5277026.664,262.643153,28.744626,411371.7326,5277026.359,291.387779,3.374221,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_39.las,Plot_16_Tree_39,1926,1809,117,0,0,0,0,0,0,0,0,0.004,3,1.126456,0.574667,0.765714,0.586317,0.679754,0.992,0.839542,2.7065,0.624189,0.402,0.4145,1.126456,0.42128,0.092566,0.037736,0.373987,0.219725,0.089575,0.0365,0.187,0.3315,0.503,0.561,0.612,0.726,0.877,1.137,1.316,1.553,1.89,2.3515,2.762,2.9435,0.374652,1.361953,1.558632,134,249,182.94704,177.809524,16.615571,276.077194,0.090822,19,0.700483,3.711276,12.85947,182.94704,9.070324,1.191517,1.483495,0.049579,0.131364,0.163555,153,159,166,172,172,172,178,178,185,191,191,198,204,217,230,37.239001
16,4,16_4_TSHE,411381.113,5277028.336,259.793587,30.202258,18.121354,3.738036,3.738036,0,244,120,50,0.312,0.635283,46.02843,0,411381.354,5277028.568,411381.1871,5277028.393,-32767,30.209889,18.125933,3.738036,3.738036,0,244,120,50,0.312,0.678359,37.959283,0,411381.4071,5277028.675,-0.074125,-0.057404,-0.053124871,-0.106903864,0.093753586,0.119376246,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,31.2,Y,13.4,87,0,0,NA,NA,NA,NA,411381.0594,5277029.449,28.71487417,23.36272571,0.053564235,-1.11310181,1.114389863,0.127689235,-1.05569781,1.063391935,0.007631,411381.1501,5277028.364,259.793587,30.2060735,411381.3806,5277028.621,289.9996605,3.738036,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_4.las,Plot_16_Tree_4,1556,1455,101,0,0,0,0,0,0,0,0,0,3,1.148575,0.857143,0.77033,0.593408,0.670683,1.16075,0.338925,2.220082,0.646465,0.6295,0.628143,1.148575,0.43906,0.037036,0.024432,0.382265,0.084353,0.055646,0.009,0.04475,0.0945,0.385,0.58325,0.7515,0.873,0.977,1.324,1.6295,1.744,1.811,2.332,2.56925,2.79005,0.382858,1.382841,1.548554,134,249,187.431877,183.285714,16.373961,268.10661,0.08736,20,0.551501,3.157277,13.067958,187.431877,9.082148,1.072919,1.10649,0.048456,0.118135,0.121831,159,166,166,172,178,178,185,185,191,198,198,204,210,217,230,40.13616
16,42,16_42_TSHE,411367.465,5277019.957,264.255583,29.681189,17.808713,3.70093,3.70093,0,244,120,50,0.308,0.784391,68.866313,0,411367.844,5277020.103,411367.4616,5277020.04,-32767,29.670784,17.80247,3.70093,3.70093,0,244,120,50,0.308,0.608851,322.724153,0,411367.2706,5277020.291,0.003419,-0.083017999,0.57337482,-0.187402841,0.083088373,0.603223432,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,30.8,Y,8.4,178,0,0,NA,NA,NA,NA,411367.971,5277020.352,28.45073076,23.13081352,-0.505955772,-0.39541705,0.64214164,-0.509374772,-0.31239905,0.597541484,0.010405,411367.4633,5277019.999,264.255583,29.6759865,411367.5573,5277020.197,293.9315695,3.70093,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_42.las,Plot_16_Tree_42,1539,1501,38,0,0,0,0,0,0,0,0,0,3,0.91038,0.571429,0.784407,0.615295,0.861626,0.95,1.040202,3.149343,0.634971,0.451,0.439571,0.91038,0.423603,0.111519,0.041587,0.465303,0.263262,0.098175,0.00838,0.0479,0.112,0.2366,0.3045,0.373,0.527,0.627,0.9398,1.1386,1.2545,1.4348,2.147799,2.6803,2.89696,0.30346,1.201535,1.431854,147,249,187.968161,177.761905,18.164067,329.933316,0.096634,26,0.637478,3.083113,14.507047,187.968161,10.074057,1.388123,1.234068,0.053594,0.137792,0.1225,155.279999,166,166,172,172,178,178,185,191,198,198,204,217,223,236,30.382773
16,44,16_44_TSHE,411367.4285,5277024.328,263.943756,26.959393,16.175636,3.16165,3.16165,0,244,120,50,0.253,0.180699,81.011691,0,411367.5125,5277024.341,411367.8771,5277024.653,-32767,27.03649,16.221894,3.16165,3.16165,0,244,120,50,0.253,1.010652,201.39981,0,411367.7031,5277024.209,-0.448605,-0.325188,-0.190624845,0.132095687,0.554070105,0.231920465,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,25.3,Y,4.4,195,0,0,NA,NA,NA,NA,411366.539,5277024.497,24.59085378,19.76031158,0.889523799,-0.16901036,0.905437513,1.338128799,0.15617764,1.347211987,0.077097,411367.6528,5277024.491,263.943756,26.9979415,411367.6078,5277024.275,290.9416975,3.16165,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_44.las,Plot_16_Tree_44,1396,1320,76,0,0,0,0,0,0,0,0,0,3,1.098997,0,0.770608,0.593837,0.701192,1.06025,0.595949,2.625248,0.627865,0.5295,1.0135,1.098997,0.434301,0.058569,0.034084,0.395179,0.134858,0.07848,0.012,0.04875,0.1195,0.374,0.49775,0.585,0.784,1.0135,1.204,1.4475,1.558,1.722,2.2275,2.758,2.933,0.366332,1.34209,1.5264,140,242,186.824499,183.714286,18.003226,324.116131,0.096364,26,0.615074,3.279087,14.084602,186.824499,9.930065,1.272217,1.424232,0.053152,0.128118,0.143426,153,159,166,172,172,178,178,185,185,191,198,198,210,223,236,36.457074
16,45,16_45_TSHE,411361.3293,5277024.77,265.781138,31.455938,18.873563,4.90443,4.90443,0,244,120,50,0.454,0.126883,232.566303,0,411361.274,5277024.728,411361.4471,5277024.614,-32767,31.475547,18.885328,4.90443,4.90443,0,244,120,50,0.454,0.14044,51.050236,0,411361.5071,5277024.663,-0.117811,0.155937999,-0.233125045,0.065095645,0.195438204,0.242042826,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,45.4,Y,7.4,237,0,0,NA,NA,NA,NA,411361.4716,5277024.717,36.9447515,30.65268966,-0.142323797,0.053370859,0.152001684,-0.024512797,-0.10256714,0.105455656,0.019609,411361.3882,5277024.692,265.781138,31.4657425,411361.3906,5277024.695,297.2468805,4.90443,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_45.las,Plot_16_Tree_45,2556,2449,106,1,0,0,0,0,0,0,0,0,3,0.933055,0.428571,0.69222,0.479168,0.741885,0.8805,1.009668,3.441604,0.550981,0.423,0.399929,0.933055,0.376768,0.083479,0.041845,0.403801,0.221565,0.111064,0.0151,0.097,0.2045,0.35,0.39875,0.4565,0.561,0.786,1.007,1.187,1.27925,1.372,2.0795,2.38625,2.85045,0.311018,1.161711,1.355002,134,255,187.849765,189.698413,16.252922,264.15746,0.086521,20,0.418269,3.686468,12.592795,187.849765,8.942476,0.519284,1.422857,0.047604,0.058069,0.159112,153,166,166,172,178,178,185,185,191,198,198,198,210,217,236,31.698003
16,46,16_46_TSHE,411359.024,5277020.75,266.400753,29.146418,17.48785,3.784043,3.784043,0,244,120,50,0.317,0.197914,176.583412,0,411359.03,5277020.65,411359.0715,5277020.767,-32767,29.144201,17.48652,3.784043,3.784043,0,244,120,50,0.317,0.117916,332.316628,0,411359.0436,5277020.82,-0.047491,-0.01679,-0.013625483,-0.170403344,0.050371611,0.170947224,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,31.7,Y,11.2,229,0,0,NA,NA,NA,NA,411359.2251,5277021.399,29.04214441,23.65026669,-0.201052701,-0.64943888,0.679847812,-0.153561701,-0.632648881,0.651019049,0.002217,411359.0477,5277020.758,266.400753,29.1453095,411359.0368,5277020.735,295.5460625,3.784043,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_46.las,Plot_16_Tree_46,2054,1932,122,0,0,0,0,0,0,0,0,0.001,3,0.95333,0.381825,0.642102,0.412295,0.673536,1.121,0.615246,2.325602,0.561804,0.4105,0.354175,0.95333,0.358361,0.060395,0.006757,0.375905,0.168532,0.018856,0.02518,0.1819,0.275,0.378,0.424,0.4719,0.5782,0.718,0.979,1.4472,1.545,1.608,1.7537,2.1777,2.43917,0.317549,1.149318,1.302128,147,249,187.514606,184.238095,16.481448,271.638121,0.087894,20,0.717352,3.677524,12.69975,187.514606,8.984285,1.236576,1.487289,0.047912,0.137638,0.165543,153,166,172,172,178,178,185,185,191,191,198,198,210,223,230,37.975438
16,47,16_47_TSHE,411356.2385,5277020.771,267.217097,28.764977,17.258986,3.738036,3.738036,0,244,120,50,0.312,0.964742,14.956213,0,411356.3635,5277021.239,411356.5319,5277021.311,-32767,28.858937,17.315361,3.738036,3.738036,0,244,120,50,0.312,0.358028,214.925973,0,411356.4286,5277021.163,-0.293362,-0.539669,-0.065125392,0.076096013,0.614250675,0.100159472,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,31.2,Y,13.1,232,0,0,NA,NA,NA,NA,411357.3549,5277020.682,28.71487417,23.36272571,-1.116353127,0.08895233,1.119891433,-0.822991127,0.62862133,1.035605703,0.09396,411356.3852,5277021.041,267.217097,28.811957,411356.3961,5277021.201,296.029054,3.738036,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_47.las,Plot_16_Tree_47,2175,2096,79,0,0,0,0,0,0,0,0,0,3,1.084363,1.047619,0.708803,0.502402,0.653659,0.926,0.730141,2.936958,0.564735,0.459,0.473381,1.084363,0.394951,0.062362,0.043588,0.364224,0.157897,0.110362,0.022,0.1094,0.2394,0.4628,0.5575,0.6306,0.806,0.974,1.136,1.3538,1.4835,1.618,2.2072,2.515101,2.907,0.361454,1.295382,1.468767,153,249,191.182989,185,17.152264,294.20017,0.089716,20,0.805801,3.711574,13.070682,191.182989,9.325746,1.406083,1.539504,0.048779,0.150774,0.165081,159,166,172,178,178,185,185,191,191,198,198,204,217,230,242,36.284417
16,49,16_49_TSHE,411358.2716,5277028.118,266.231235,28.049149,16.829489,3.491906,3.491906,0,244,120,50,0.286,0.300024,46.681103,0,411358.3785,5277028.218,411358.5895,5277028.082,-32767,28.071516,16.842909,3.491906,3.491906,0,244,120,50,0.286,0.561261,305.489795,0,411358.3656,5277028.241,-0.317878,0.035973,0.012875128,-0.02290328,0.319906986,0.026274116,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,28.6,Y,8.8,267,0,0,NA,NA,NA,NA,411358.8899,5277028.287,26.95948441,21.82441456,-0.618219094,-0.16900959,0.640904899,-0.300341094,-0.20498259,0.363624305,0.022367,411358.4306,5277028.1,266.231235,28.0603325,411358.3721,5277028.23,294.2915675,3.491906,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_49.las,Plot_16_Tree_49,1646,1554,92,0,0,0,0,0,0,0,0,0,3,0.946214,0.142857,0.804052,0.6465,0.849757,1.16075,0.742627,2.533143,0.67767,0.576,0.632143,0.946214,0.446333,0.092113,0.014114,0.471704,0.206377,0.031623,0.0069,0.04525,0.092,0.182,0.232,0.2835,0.443,0.775,1.103,1.309,1.39275,1.58,2.1375,2.625,2.8552,0.315405,1.241543,1.452912,140,249,185.904617,176.333333,16.927487,286.539833,0.091055,26,0.711414,3.465392,13.357512,185.904617,9.29433,1.304956,1.247794,0.049995,0.140403,0.134253,155.700012,166,166,172,172,178,178,185,185,191,198,198,210,217,230,32.116661
16,5,16_5_PSME,411379.548,5277024.75,260.170752,35.562028,21.337216,4.691422,4.691422,0,244,120,50,0.447,0.380795,94.854236,0,411379.7835,5277024.729,411379.4089,5277024.689,-32767,35.506996,21.304197,4.691422,4.691422,0,244,120,50,0.447,0.592999,76.449177,0,411379.7661,5277024.775,0.139128,0.0607,0.017374878,-0.045404204,0.15179292,0.048615102,16,T3,2021,16_A_Alt-2_EVDP_4,PSME,44.7,Y,11.5,101,0,0,NA,NA,NA,NA,411378.9665,5277026.553,33.99894393,29.32138674,0.581487391,-1.80349655,1.894921474,0.442359391,-1.86419655,1.915962058,0.055032,411379.4784,5277024.719,260.170752,35.534512,411379.7748,5277024.752,295.705264,4.691422,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_5.las,Plot_16_Tree_5,1539,1484,55,0,0,0,0,0,0,0,0,0,3,0.994031,0.619048,0.650914,0.423689,0.654822,0.908,0.822028,2.859728,0.534235,0.353,0.310048,0.994031,0.358328,0.073204,0.037742,0.360479,0.204293,0.105328,0.01876,0.1348,0.2948,0.485,0.541,0.59,0.681,0.785,0.923,1.3138,1.449,1.5958,1.925199,2.3722,2.59724,0.331344,1.188071,1.352016,140,249,182.465887,171.142857,16.700431,278.904395,0.091526,26,0.511345,3.333814,13.495176,182.465887,9.225521,0.920417,1.164882,0.05056,0.099769,0.126267,147,159,166,172,172,172,178,178,185,191,198,198,204,217,230,37.200643
16,51,16_51_TSHE,411360.2425,5277032.528,265.365569,30.669825,18.401895,4.289269,4.289269,0,244,120,50,0.375,0.717379,115.530703,0,411360.589,5277032.362,411360.2761,5277032.584,-32767,30.661736,18.397042,4.289269,4.289269,0,244,120,50,0.375,0.328427,116.346366,0,411360.4336,5277032.506,-0.033625,-0.056403,0.155374972,-0.14390299,0.065665356,0.211776893,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,37.5,Y,8.1,292,0,0,NA,NA,NA,NA,411360.1676,5277031.782,32.62051218,26.80793089,0.074889222,0.745886589,0.749636712,0.108514222,0.802289589,0.809594912,0.008089,411360.2593,5277032.556,265.365569,30.6657805,411360.5113,5277032.434,296.0313495,4.289269,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_51.las,Plot_16_Tree_51,3334,3022,311,1,0,0,0,0,0,0,0,0,3,1.010879,0.142857,0.739237,0.546472,0.731281,1.19175,0.591094,2.217962,0.641964,0.529,0.631143,1.010879,0.416095,0.070441,0.008233,0.411617,0.169291,0.019786,0.029,0.109,0.183,0.318,0.38225,0.4549,0.5972,0.774,1.155,1.438,1.574,1.717,2.1151,2.37305,2.72134,0.33696,1.252272,1.430693,140,255,187.207858,183.809524,16.181862,261.852671,0.086438,20,0.626223,3.604756,12.634921,187.207858,8.876312,0.980606,1.316147,0.047414,0.110475,0.148276,153,166,167.799927,172,178,178,185,185,191,198,198,198,210,217,236,36.103383
16,53,16_53_TSHE,411355.3044,5277034.889,266.284905,29.195374,17.517224,3.625902,3.625902,0,244,120,50,0.3,0.716361,2.767274,0,411355.322,5277035.253,411355.2886,5277035.208,-32767,29.210515,17.526309,3.625902,3.625902,0,244,120,50,0.3,0.291267,16.038042,0,411355.3296,5277035.351,0.015777,-0.319281,-0.007625274,-0.097403975,0.319670566,0.097701992,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,30,Y,14,300,0,0,NA,NA,NA,NA,411355.5534,5277035.747,27.91610426,22.6618847,-0.249067347,-0.858391,0.893795084,-0.264844347,-0.53911,0.600651413,0.015141,411355.2965,5277035.049,266.284905,29.2029445,411355.3258,5277035.302,295.4878495,3.625902,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_53.las,Plot_16_Tree_53,2195,2049,146,0,0,0,0,0,0,0,0,0.001,3,0.903928,0.14381,0.715569,0.51204,0.791622,0.998,0.905271,2.983783,0.582972,0.464,0.576191,0.903928,0.393485,0.087948,0.033088,0.435306,0.223511,0.08409,0.012,0.0714,0.135,0.2548,0.32,0.389,0.5706,0.72,0.9084,1.182,1.318,1.4684,2.0516,2.4133,2.772201,0.301077,1.152776,1.349572,147,249,190.349886,184.238095,15.963057,254.819183,0.083862,20,0.574154,3.323116,12.434605,190.349886,8.806655,0.93073,1.27338,0.046266,0.105685,0.144593,159,166,172,178,178,178,185,191,191,198,198,198,210,223,230,31.558967
16,55,16_55_TSHE,411362.3975,5277033.345,264.42345,27.356552,16.413932,2.853294,2.853294,0,244,120,50,0.224,0.690546,110.429639,0,411362.7065,5277033.23,411363.0451,5277033.358,-32767,27.50376,16.502256,2.853294,2.853294,0,244,120,50,0.224,0.396989,225.1063,0,411362.9101,5277033.224,-0.647589,-0.013319001,-0.203625309,0.006096431,0.647725952,0.203716551,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,22.4,Y,6.8,310,0,0,NA,NA,NA,NA,411362.4687,5277033.118,22.36340674,17.83308593,-0.071161787,0.226829249,0.237729906,0.576427213,0.24014825,0.62445137,0.147208,411362.7213,5277033.352,264.42345,27.430156,411362.8083,5277033.227,291.853606,2.853294,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_55.las,Plot_16_Tree_55,121,117,4,0,0,0,0,0,0,0,0,0.007,3,0.289182,0.007,0.289765,0.083964,1.002015,0.259,6.72208,63.982925,0.14777,0.117,0.281,0.289182,0.107185,0.013565,0.020957,0.370648,0.126557,0.195519,0.0074,0.029,0.038,0.085,0.14,0.18,0.246,0.288,0.328,0.373,0.399,0.413,0.452,0.472,0.5194,0.094281,0.408529,0.637117,153,217,179.495868,177.380952,15.28132,233.518733,0.085135,25,0.42291,2.214024,12.49054,179.495868,8.618044,0.97312,0.559765,0.048012,0.112917,0.064953,153,159,159,166,166,172,172,178,178,185,191,198,204,204,210,50.731993
16,56,16_56_TSHE,411363.2103,5277035.288,263.983662,28.940772,17.364463,3.057324,3.057324,0,244,120,50,0.243,0.309701,5.404074,0,411363.225,5277035.444,411363.3591,5277035.305,-32767,28.970947,17.382568,3.057324,3.057324,0,244,120,50,0.243,0.433665,92.86829,0,411363.5781,5277035.294,-0.148857,-0.017113,-0.353125175,0.149597147,0.149837449,0.383505796,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,24.3,Y,7.4,320,0,0,NA,NA,NA,NA,411362.9212,5277034.416,23.8390919,19.10827523,0.289095312,0.87173412,0.918420642,0.437952312,0.88884712,0.990884166,0.030175,411363.2847,5277035.296,263.983662,28.9558595,411363.4016,5277035.369,292.9395215,3.057324,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_56.las,Plot_16_Tree_56,2035,1939,96,0,0,0,0,0,0,0,0,0.001,3,0.912031,0.191413,0.708407,0.50184,0.776735,1.009,0.955931,2.880082,0.569909,0.408,0.538587,0.912031,0.384963,0.097712,0.030941,0.422094,0.253821,0.080375,0.04604,0.1437,0.206,0.299,0.3485,0.3982,0.5306,0.73,0.8814,1.0208,1.3575,1.53,2.126,2.283,2.80894,0.303778,1.154727,1.351887,147,255,190.246683,184.714286,18.746801,351.442559,0.098539,26,0.618381,2.995821,14.897288,190.246683,10.42503,1.400841,1.220589,0.054797,0.134373,0.117083,159,166,166,172,178,178,185,185,191,198,204,204,217,223,242,31.441218
16,57,16_57_TSHE,411360.2025,5277037.031,264.611779,29.89635,17.937811,3.482201,3.482201,0,244,120,50,0.285,1.062279,64.798876,0,411360.704,5277037.266,411360.2996,5277037.08,-32767,29.911118,17.946672,3.482201,3.482201,0,244,120,50,0.285,0.826242,41.004729,0,411360.5826,5277037.405,-0.097125,-0.049404,0.121374901,-0.138904013,0.108967981,0.184461897,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,28.5,Y,9.7,318,0,0,NA,NA,NA,NA,411361.1872,5277035.956,26.89010004,21.76375426,-0.984733118,1.07469519,1.45762446,-0.887608118,1.12409919,1.432287388,0.014768,411360.2511,5277037.055,264.611779,29.903734,411360.6433,5277037.336,294.515513,3.482201,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_57.las,Plot_16_Tree_57,1085,1045,40,0,0,0,0,0,0,0,0,0,3,1.001532,0.047619,0.725643,0.526557,0.724533,1.031,0.597172,2.462485,0.611945,0.541,0.773381,1.001532,0.408844,0.061177,0.024573,0.408219,0.149635,0.060103,0.00984,0.0522,0.092,0.3546,0.449,0.536,0.668,0.821,1.0976,1.409,1.48,1.6198,2.0984,2.4202,2.694401,0.333844,1.236583,1.411671,140,242,186.988018,177.238095,17.886142,319.914063,0.095654,26,0.57168,2.885095,14.708379,186.988018,9.992178,1.253207,0.897194,0.053438,0.125419,0.08979,159,160.400009,166,172,172,178,178,185,191,198,198,204,210,217,236,36.100527
16,6,16_6_TSHE,411373.6415,5277020.979,262.269965,29.538623,17.723174,4.188812,4.188812,0,244,120,50,0.363,0.357454,12.377054,0,411373.681,5277021.159,411373.6936,5277020.972,-32767,29.540644,17.724386,4.188812,4.188812,0,244,120,50,0.363,0.499386,28.157573,0,411373.8151,5277021.199,-0.052125,0.006596,-0.134125066,-0.040404245,0.052540678,0.140078679,16,T3,2021,16_A_Alt-2_EVDP_4,TSHE,36.3,Y,9.4,135,0,0,NA,NA,NA,NA,411374.3246,5277022.1,31.91113262,26.18007235,-0.683103743,-1.12149626,1.313158248,-0.630978743,-1.12809226,1.29256579,0.002021,411373.6676,5277020.976,262.269965,29.5396335,411373.7481,5277021.179,291.8095985,4.188812,H:\T3_DroneLidar\Aa\Plots16_31\Processing\AdjustedTrees\TreeTops_SmallCylinder_normalized\Plot_16_Tree_6.las,Plot_16_Tree_6,2910,2688,222,0,0,0,0,0,0,0,0,0,3,1.162673,0.047619,0.872668,0.761549,0.750571,1.39725,0.501056,1.980366,0.726416,0.67,1.007381,1.162673,0.492332,0.06981,0.004803,0.423448,0.141795,0.009755,0.01909,0.065,0.128,0.296,0.40025,0.4864,0.7786,1.055,1.214,1.4133,1.7975,2.2554,2.5542,2.67155,2.85191,0.387558,1.453649,1.658265,140,249,185.575601,190.174603,15.629111,244.269119,0.08422,19,0.6138,3.816808,12.006357,185.575601,8.556315,0.814819,1.329076,0.046107,0.09523,0.155333,153,166,166,172,172,178,178,185,191,191,191,198,204,217,230,39.756882
